gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,EngagementScore,churn_prob,risk_band,recommended_action,top_drivers
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,4-6yr,2,0.262626207884108,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.2,668.85,1-2yr,1,0.1757714068242533,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,1-2yr,3,0.4117552173109685,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,0-1yr,1,0.6598520100266275,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,0-1yr,0,0.7769161869814675,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,4-6yr,2,0.49091745747184673,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,4-6yr,4,0.047877354258913186,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,2-4yr,1,0.08372966249460842,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low service engagement
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,1-2yr,2,0.3769938376222318,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,0-1yr,2,0.38889118967186764,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,2-4yr,3,0.19836707967307898,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,2-4yr,2,0.04844392304881225,Low,No offer; monitor,No dominant driver flagged
Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,1-2yr,4,0.23053629652804747,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,0-1yr,0,0.49724808483130706,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low service engagement
Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,4-6yr,2,0.018018355605464328,Low,No offer; monitor,No dominant driver flagged
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,1-2yr,1,0.12366690105334913,High,Priority retention offer + contract/autopay push,Month-to-month contract; Low service engagement
Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,1-2yr,1,0.16126372402620462,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,4-6yr,5,0.02482920319782874,Medium,Low-cost nudge + service engagement bundle,No dominant driver flagged
Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,4-6yr,4,0.220431449015286,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,4-6yr,4,0.04028278914184063,Medium,Low-cost nudge + service engagement bundle,Electronic check payment
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,0-1yr,1,0.7210419148970744,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,1-2yr,0,0.04604181115239012,High,Priority retention offer + contract/autopay push,Low service engagement
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,1-2yr,1,0.4400442901522556,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,4-6yr,5,0.014998178112053716,Low,No offer; monitor,Electronic check payment; High monthly charges
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,0-1yr,0,0.6910067408688924,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,1-2yr,0,0.015021463277762534,High,Priority retention offer + contract/autopay push,Low service engagement
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,0-1yr,2,0.8772711863300255,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,2-4yr,2,0.5857132358979209,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,4-6yr,4,0.014677996385980078,Low,No offer; monitor,No dominant driver flagged
Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,2-4yr,0,0.007890867948396213,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,0-1yr,3,0.7227607537749531,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,4-6yr,4,0.3499986048280976,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,1-2yr,0,0.0748924325659087,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low service engagement
Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,2-4yr,4,0.09184508595415235,Low,No offer; monitor,High monthly charges
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,1-2yr,2,0.5200700894029929,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,0-1yr,1,0.30003043275661967,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low service engagement
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,4-6yr,3,0.04586955320348561,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,2-4yr,3,0.42009561710086085,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,4-6yr,5,0.2978977350131108,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,2-4yr,3,0.03509427594827482,Low,No offer; monitor,No dominant driver flagged
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,1-2yr,1,0.6867189839760217,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,2-4yr,4,0.06372638094970683,Low,No offer; monitor,No dominant driver flagged
Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,1-2yr,2,0.5144874230021782,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,0-1yr,0,0.5045834128324483,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,1-2yr,0,0.029030626898952774,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,0-1yr,0,0.7691478131225264,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,4-6yr,4,0.006657258016602758,Low,No offer; monitor,No dominant driver flagged
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,4-6yr,4,0.07570884367916789,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,0-1yr,2,0.6952272031572486,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,1-2yr,0,0.48866435980652734,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,0-1yr,1,0.524074266393519,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low service engagement
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,0-1yr,0,0.17361987287593716,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,4-6yr,3,0.019181596757272146,High,Priority retention offer + contract/autopay push,No dominant driver flagged
Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,4-6yr,3,0.15949038622820863,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; Electronic check payment; High monthly charges
Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,1-2yr,2,0.46035285491781897,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,4-6yr,3,0.22318708050661779,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; High monthly charges
Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,0-1yr,0,0.4744009741737542,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,0-1yr,1,0.7606138703706485,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,0-1yr,2,0.5672662388772365,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,4-6yr,5,0.011598926460316537,Low,No offer; monitor,No dominant driver flagged
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,0-1yr,0,0.6837219723874318,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,4-6yr,5,0.12976847680081405,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment; High monthly charges
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,2-4yr,4,0.2984451279600019,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,2-4yr,0,0.02235135833467597,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,1-2yr,3,0.11474878735579984,Low,No offer; monitor,Month-to-month contract
Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,2-4yr,0,0.15900601532688968,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,0-1yr,1,0.6807365791201504,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,2-4yr,0,0.009136471450654125,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,0-1yr,0,0.4484732843813912,High,Priority retention offer + contract/autopay push,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,4-6yr,4,0.188388682581225,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; Electronic check payment; High monthly charges
Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,4-6yr,4,0.06725713048630852,Low,No offer; monitor,No dominant driver flagged
Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,4-6yr,6,0.03150398960969316,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,1-2yr,2,0.5248807993709929,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,0-1yr,1,0.7607791791954415,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184.0,0-1yr,3,0.480686366932068,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,4-6yr,6,0.04667031999980722,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,4-6yr,4,0.1138818338120214,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; High monthly charges
